match_id,set,rally_number,scoring_team,conceding_team,score_type,player_score
2024_VNL_FRA_vs_ITA,2,34,France,Italy,attack_zone3,Seddik
2024_VNL_FRA_vs_ITA,2,35,Italy,France,serve_error,NA
2024_VNL_FRA_vs_ITA,2,36,Italy,France,block_zone4,Galassi
2024_VNL_FRA_vs_ITA,2,37,Italy,France,block_zone2,Galassi
2024_VNL_FRA_vs_ITA,2,38,France,Italy,attack_zone1,Faure
2024_VNL_FRA_vs_ITA,2,39,Italy,France,attack_zone4,Michieletto
2024_VNL_FRA_vs_ITA,2,40,France,Italy,error_zone1,NA
2024_VNL_FRA_vs_ITA,2,41,Italy,France,serve_error,NA
2024_VNL_FRA_vs_ITA,2,42,France,Italy,serve_error,NA
2024_VNL_FRA_vs_ITA,2,43,Italy,France,attack_zone4,Michieletto
2024_VNL_FRA_vs_ITA,3,1,France,Italy,attack_zone3,Seddik
2024_VNL_FRA_vs_ITA,3,2,Italy,France,attack_zone3,Giannelli
2024_VNL_FRA_vs_ITA,3,3,France,Italy,attack_zone2,Louati
2024_VNL_FRA_vs_ITA,3,4,Italy,France,serve_error,NA
2024_VNL_FRA_vs_ITA,3,5,France,Italy,attack_zone3,Seddik
2024_VNL_FRA_vs_ITA,3,6,Italy,France,serve_error,NA
2024_VNL_FRA_vs_ITA,3,7,Italy,France,attack_zone4,Romano
2024_VNL_FRA_vs_ITA,3,8,France,Italy,attack_zone2,Patry
2024_VNL_FRA_vs_ITA,3,9,France,Italy,attack_zone6,Louati
2024_VNL_FRA_vs_ITA,3,10,Italy,France,attack_zone2,Romano
2024_VNL_FRA_vs_ITA,3,11,France,Italy,serve_error,NA
2024_VNL_FRA_vs_ITA,3,12,Italy,France,attack_zone2,Romano
2024_VNL_FRA_vs_ITA,3,13,France,Italy,attack_zone1,Patry
2024_VNL_FRA_vs_ITA,3,14,Italy,France,attack_zone3,Galassi
2024_VNL_FRA_vs_ITA,3,15,France,Italy,attack_zone1,Patry
2024_VNL_FRA_vs_ITA,3,16,Italy,France,serve_error,NA
2024_VNL_FRA_vs_ITA,3,17,France,Italy,attack_zone4,Patry
2024_VNL_FRA_vs_ITA,3,18,Italy,France,serve_error,NA
2024_VNL_FRA_vs_ITA,3,19,Italy,France,block_zone2,Romano
2024_VNL_FRA_vs_ITA,3,20,Italy,France,block_zone4,Romano
2024_VNL_FRA_vs_ITA,3,21,France,Italy,attack_zone4,Clevenot
2024_VNL_FRA_vs_ITA,3,22,Italy,France,block_zone4,Michieletto
2024_VNL_FRA_vs_ITA,3,23,France,Italy,attack_zone6,Louati
2024_VNL_FRA_vs_ITA,3,24,France,Italy,serve_ace,Patry
2024_VNL_FRA_vs_ITA,3,25,Italy,France,attack_zone6,Michieletto
2024_VNL_FRA_vs_ITA,3,26,Italy,France,serve_ace,Russo
2024_VNL_FRA_vs_ITA,3,27,France,Italy,attack_zone6,Louati
2024_VNL_FRA_vs_ITA,3,28,Italy,France,serve_error,NA
2024_VNL_FRA_vs_ITA,3,29,France,Italy,attack_zone2,Patry
2024_VNL_FRA_vs_ITA,3,30,Italy,France,attack_zone6,Michieletto
2024_VNL_FRA_vs_ITA,3,31,Italy,France,error_zone4,NA
2024_VNL_FRA_vs_ITA,3,32,France,Italy,serve_error,NA
2024_VNL_FRA_vs_ITA,3,33,France,Italy,attack_zone6,Clevenot
