match_id,set,rally_number,scoring_team,conceding_team,score_type,player_score
2024_VNL_FRA_vs_USA,3,7,France,USA,attack_zone2,Faure
2024_VNL_FRA_vs_USA,3,8,USA,France,serve_error,NA
2024_VNL_FRA_vs_USA,3,9,France,USA,attack_zone6,Louati
2024_VNL_FRA_vs_USA,3,10,USA,France,attack_zone1,Garcia
2024_VNL_FRA_vs_USA,3,11,France,USA,attack_zone1,Faure
2024_VNL_FRA_vs_USA,3,12,USA,France,attack_zone4,Ewert
2024_VNL_FRA_vs_USA,3,13,France,USA,attack_zone1,Faure
2024_VNL_FRA_vs_USA,3,14,USA,France,serve_error,NA
2024_VNL_FRA_vs_USA,3,15,France,USA,attack_zone3,Bultor
2024_VNL_FRA_vs_USA,3,16,France,USA,attack_zone4,Louati
2024_VNL_FRA_vs_USA,3,17,USA,France,attack_zone3,Knigge
2024_VNL_FRA_vs_USA,3,18,USA,France,serve_ace,Knigge
2024_VNL_FRA_vs_USA,3,19,USA,France,error_zone2,NA
2024_VNL_FRA_vs_USA,3,20,France,USA,serve_error,NA
2024_VNL_FRA_vs_USA,3,21,USA,France,attack_zone4,Kessel
2024_VNL_FRA_vs_USA,3,22,France,USA,attack_zone4,Tillie
2024_VNL_FRA_vs_USA,3,23,USA,France,attack_zone6,Ewert
2024_VNL_FRA_vs_USA,3,24,France,USA,attack_zone3,Seddik
2024_VNL_FRA_vs_USA,3,25,USA,France,serve_error,NA
2024_VNL_FRA_vs_USA,3,26,France,USA,error_zone4,NA
2024_VNL_FRA_vs_USA,3,27,France,USA,attack_zone4,Louati
2024_VNL_FRA_vs_USA,3,28,USA,France,serve_error,NA
2024_VNL_FRA_vs_USA,3,29,France,USA,attack_zone3,Seddik
2024_VNL_FRA_vs_USA,3,30,USA,France,attack_zone4,Garcia
2024_VNL_FRA_vs_USA,3,31,France,USA,attack_zone1,Faure
2024_VNL_FRA_vs_USA,3,32,France,USA,attack_zone6,Tillie
2024_VNL_FRA_vs_USA,3,33,USA,France,attack_zone2,Garcia
2024_VNL_FRA_vs_USA,3,34,France,USA,serve_error,NA
2024_VNL_FRA_vs_USA,3,35,USA,France,attack_zone3,Marshman
2024_VNL_FRA_vs_USA,3,36,France,USA,serve_error,NA
2024_VNL_FRA_vs_USA,3,37,USA,France,attack_zone4,Kessel
2024_VNL_FRA_vs_USA,3,38,France,USA,attack_zone2,Faure
2024_VNL_FRA_vs_USA,3,39,USA,France,serve_error,NA
2024_VNL_FRA_vs_USA,3,40,France,USA,serve_error,NA
2024_VNL_FRA_vs_USA,3,41,France,USA,block_zone4,Louati
2024_VNL_FRA_vs_USA,3,42,France,USA,block_zone3,Seddik
2024_VNL_FRA_vs_USA,3,43,USA,France,attack_zone4,Ewert
2024_VNL_FRA_vs_USA,3,44,France,USA,attack_zone2,Patry
2024_VNL_FRA_vs_USA,3,45,USA,France,attack_zone3,Knigge
2024_VNL_FRA_vs_USA,3,46,France,USA,attack_zone3,Bultor
